image_name,image_path,record_type,successful,predicted_class_id,predicted_letter,true_class_id,true_letter,confidence,iou
Kenten_V_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_V_1.jpg,false_negative,False,,,21.0,V,,0.0
TIGER_C_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_C_1.jpeg,false_negative,False,,,2.0,C,,0.0
TIGER_C_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_C_2.jpeg,false_negative,False,,,2.0,C,,0.0
TIGER_D_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_D_1.jpeg,false_negative,False,,,3.0,D,,0.0
TIGER_F_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_F_1.jpeg,false_negative,False,,,5.0,F,,0.0
TIGER_G_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_G_1.jpeg,false_negative,False,,,6.0,G,,0.0
TIGER_G_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_G_2.jpeg,false_negative,False,,,6.0,G,,0.0
TIGER_H_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_H_1.jpeg,false_negative,False,,,7.0,H,,0.0
TIGER_H_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_H_2.jpeg,false_negative,False,,,7.0,H,,0.0
TIGER_K_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_K_1.jpeg,false_negative,False,,,10.0,K,,0.0
TIGER_K_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_K_2.jpeg,false_negative,False,,,10.0,K,,0.0
TIGER_M_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_M_1.jpeg,false_negative,False,,,12.0,M,,0.0
TIGER_M_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_M_2.jpeg,false_negative,False,,,12.0,M,,0.0
TIGER_N_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_N_1.jpeg,false_negative,False,,,13.0,N,,0.0
TIGER_N_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_N_2.jpeg,false_negative,False,,,13.0,N,,0.0
TIGER_Q_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Q_2.jpeg,false_negative,False,,,16.0,Q,,0.0
TIGER_R_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_R_2.jpeg,false_negative,False,,,17.0,R,,0.0
Kenten_M_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_M_1.jpg,false_positive,False,12.0,M,,,0.901602029800415,0.17857698067475739
Henry_I_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_I_01.png,false_positive,False,24.0,Y,,,0.8831354975700378,0.0
CLA200_J_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_J_01.JPG,false_positive,False,24.0,Y,,,0.8603774905204773,0.0
TIGER_R_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_R_2.jpeg,false_positive,False,20.0,U,,,0.8345611691474915,0.0
CLA200_R_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_R_01.JPG,false_positive,False,25.0,Z,,,0.8179587721824646,0.0
CLA200_A_1.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_A_1.JPG,false_positive,False,24.0,Y,,,0.8153170347213745,0.0
Kenten_S_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_S_2.jpeg,false_positive,False,4.0,E,,,0.8055965304374695,0.0
TIGER_H_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_H_2.jpeg,false_positive,False,6.0,G,,,0.8054131269454956,0.0
Henry_Z_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_Z_02.png,false_positive,False,6.0,G,,,0.801074206829071,0.0
Henry_D_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_D_01.png,false_positive,False,0.0,A,,,0.7925178408622742,0.0
Henry_K_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_K_02.png,false_positive,False,21.0,V,,,0.7884718775749207,0.0
TIGER_M_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_M_2.jpeg,false_positive,False,14.0,O,,,0.7422997355461121,0.0
Kenten_L_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_L_2.jpeg,false_positive,False,11.0,L,,,0.7175711989402771,0.0
CLA200_R_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_R_02.JPG,false_positive,False,25.0,Z,,,0.6953151822090149,0.0
TIGER_H_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_H_1.jpeg,false_positive,False,6.0,G,,,0.6794890761375427,0.0
CLA200_G_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_G_02.JPG,false_positive,False,16.0,Q,,,0.6618908643722534,0.0
Henry_I_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_I_02.png,false_positive,False,24.0,Y,,,0.6423025727272034,0.0
Henry_U_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_U_02.png,false_positive,False,20.0,U,,,0.5694026947021484,0.0
Henry_D_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_D_02.png,false_positive,False,25.0,Z,,,0.4982311427593231,0.0
Kenten_J_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_J_2.jpeg,false_positive,False,24.0,Y,,,0.489439994096756,0.0
TIGER_M_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_M_1.jpeg,false_positive,False,14.0,O,,,0.4233766496181488,0.0
TIGER_G_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_G_1.jpeg,false_positive,False,2.0,C,,,0.40586477518081665,0.0
Henry_R_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_R_02.png,false_positive,False,2.0,C,,,0.4030114710330963,0.0
Kenten_U_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_U_1.jpg,false_positive,False,1.0,B,,,0.3984471261501312,0.0
Henry_R_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_R_02.png,false_positive,False,23.0,X,,,0.39135968685150146,0.0
Henry_A_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_A_02.png,false_positive,False,18.0,S,,,0.38112151622772217,0.0
Kenten_F_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_F_2.jpeg,false_positive,False,1.0,B,,,0.3776569962501526,0.0
Henry_V_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_V_01.png,false_positive,False,5.0,F,,,0.37161538004875183,0.0
TIGER_N_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_N_1.jpeg,false_positive,False,14.0,O,,,0.36721840500831604,0.0
Henry_P_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_P_02.png,false_positive,False,16.0,Q,,,0.3554147779941559,0.0
CLA200_E_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_E_02.JPG,false_positive,False,12.0,M,,,0.34938815236091614,0.0
Henry_N_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_N_02.png,false_positive,False,19.0,T,,,0.31915080547332764,0.0
Henry_R_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_R_01.png,false_positive,False,20.0,U,,,0.3183296024799347,0.0
Henry_C_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_C_01.png,false_positive,False,2.0,C,,,0.3051340878009796,0.0
TIGER_Q_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Q_2.jpeg,false_positive,False,6.0,G,,,0.29752394556999207,0.0
TIGER_P_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_P_1.jpeg,false_positive,False,16.0,Q,,,0.28024956583976746,0.0
TIGER_N_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_N_1.jpeg,false_positive,False,2.0,C,,,0.28003793954849243,0.0
Henry_S_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_S_02.png,false_positive,False,0.0,A,,,0.27111247181892395,0.0
CLA200_X_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_X_02.JPG,false_positive,False,25.0,Z,,,0.2700548470020294,0.0
Henry_L_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_L_01.png,false_positive,False,9.0,J,,,0.2590632140636444,0.0
TIGER_C_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_C_2.jpeg,false_positive,False,14.0,O,,,0.2589201033115387,0.0
