image_name,image_path,record_type,successful,predicted_class_id,predicted_letter,true_class_id,true_letter,confidence,iou
Kenten_K_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_K_1.jpg,true_positive,True,10.0,K,10.0,K,0.9344828724861145,0.9651300813667828
CLA200_Y_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_Y_02.JPG,true_positive,True,24.0,Y,24.0,Y,0.9339092373847961,0.9758010371822431
Kenten_S_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_S_1.jpg,true_positive,True,18.0,S,18.0,S,0.9320710897445679,0.9119190767739062
Kenten_C_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_C_2.jpeg,true_positive,True,2.0,C,2.0,C,0.9308279752731323,0.9222409163112859
Kenten_G_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_G_1.jpg,true_positive,True,6.0,G,6.0,G,0.9306997656822205,0.9313767838091792
CLA200_E_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_E_01.JPG,true_positive,True,4.0,E,4.0,E,0.9303327798843384,0.9697737760540531
Kenten_G_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_G_2.jpeg,true_positive,True,6.0,G,6.0,G,0.9299137592315674,0.9468227296630514
CLA200_Q_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_Q_01.JPG,true_positive,True,16.0,Q,16.0,Q,0.9294195175170898,0.9039766571623093
TIGER_X_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_X_2.jpeg,true_positive,True,23.0,X,23.0,X,0.92805415391922,0.8658231422285504
Kenten_R_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_R_1.jpg,true_positive,True,17.0,R,17.0,R,0.9274305105209351,0.9646859794215662
Kenten_I_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_I_2.jpeg,true_positive,True,8.0,I,8.0,I,0.92648845911026,0.954544464600387
Kenten_T_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_T_2.jpeg,true_positive,True,19.0,T,19.0,T,0.9261177778244019,0.9163092677722524
Kenten_H_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_H_1.jpg,true_positive,True,7.0,H,7.0,H,0.9259554147720337,0.9073712544294017
Henry_W_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_W_01.png,true_positive,True,22.0,W,22.0,W,0.9258357286453247,0.9424982962263173
Kenten_N_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_N_2.jpeg,true_positive,True,13.0,N,13.0,N,0.9256479740142822,0.9273648839822592
TIGER_V_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_V_2.jpeg,true_positive,True,21.0,V,21.0,V,0.9255008101463318,0.7702293075940342
CLA200_B_1.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_B_1.JPG,true_positive,True,1.0,B,1.0,B,0.9252456426620483,0.9551418817320935
Henry_Y_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_Y_02.png,true_positive,True,24.0,Y,24.0,Y,0.9245012402534485,0.9379135919309791
Kenten_Z_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_Z_1.jpg,true_positive,True,25.0,Z,25.0,Z,0.9223887324333191,0.9389193882934438
Kenten_W_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_W_1.jpg,true_positive,True,22.0,W,22.0,W,0.9209144711494446,0.9218366107235436
Kenten_E_2.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_E_2.jpg,true_positive,True,4.0,E,4.0,E,0.9208421111106873,0.9100594835297132
Kenten_R_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_R_2.jpeg,true_positive,True,17.0,R,17.0,R,0.9201722741127014,0.9134727997950385
Henry_X_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_X_01.png,true_positive,True,23.0,X,23.0,X,0.9200383424758911,0.9308795488194954
Kenten_Q_2.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_Q_2.jpg,true_positive,True,16.0,Q,16.0,Q,0.9191169738769531,0.8736327760731373
Henry_Y_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_Y_01.png,true_positive,True,24.0,Y,24.0,Y,0.9176278710365295,0.9401140286066934
Kenten_H_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_H_2.jpeg,true_positive,True,7.0,H,7.0,H,0.9167983531951904,0.9740522971210639
CLA200_W_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_W_02.JPG,true_positive,True,22.0,W,22.0,W,0.9164928793907166,0.9531990413560268
CLA200_Y_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_Y_01.JPG,true_positive,True,24.0,Y,24.0,Y,0.9162792563438416,0.9639445535083271
Henry_W_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_W_02.png,true_positive,True,22.0,W,22.0,W,0.9160583019256592,0.9496204285790967
TIGER_Y_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Y_2.jpeg,true_positive,True,24.0,Y,24.0,Y,0.9159514904022217,0.8526404567751221
Kenten_M_2.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_M_2.jpg,true_positive,True,12.0,M,12.0,M,0.9154496192932129,0.9829521240691672
CLA200_W_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_W_01.JPG,true_positive,True,22.0,W,22.0,W,0.9147275686264038,0.9334138857224774
CLA200_C_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_C_01.JPG,true_positive,True,2.0,C,2.0,C,0.9127292633056641,0.9186674011458904
TIGER_B_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_B_2.jpeg,true_positive,True,1.0,B,1.0,B,0.9123150110244751,0.8468099226455928
Kenten_T_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_T_1.jpg,true_positive,True,19.0,T,19.0,T,0.9122903943061829,0.9177627086565775
CLA200_N_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_N_01.JPG,true_positive,True,13.0,N,13.0,N,0.9116603136062622,0.8976077048156759
CLA200_O_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_O_01.JPG,true_positive,True,14.0,O,14.0,O,0.9110204577445984,0.9031220015712227
CLA200_F_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_F_02.JPG,true_positive,True,5.0,F,5.0,F,0.9108453392982483,0.948420977457622
CLA200_V_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_V_02.JPG,true_positive,True,21.0,V,21.0,V,0.910040020942688,0.9734493921176642
Kenten_D_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_D_2.jpeg,true_positive,True,3.0,D,3.0,D,0.9081031084060669,0.9273259714769277
Kenten_Y_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_Y_1.jpg,true_positive,True,24.0,Y,24.0,Y,0.9077517986297607,0.828518774427818
Henry_K_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_K_01.png,true_positive,True,10.0,K,10.0,K,0.9074673056602478,0.9015436397546048
TIGER_T_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_T_2.jpeg,true_positive,True,19.0,T,19.0,T,0.9066279530525208,0.915579476993663
CLA200_M_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_M_01.JPG,true_positive,True,12.0,M,12.0,M,0.906512439250946,0.9678362752383342
Kenten_O_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_O_2.jpeg,true_positive,True,14.0,O,14.0,O,0.9061974287033081,0.8981138061921055
CLA200_H_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_H_01.JPG,true_positive,True,7.0,H,7.0,H,0.9059311151504517,0.9431425926781616
TIGER_A_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_A_2.jpeg,true_positive,True,0.0,A,0.0,A,0.9053723216056824,0.8800851158840122
Kenten_D_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_D_1.jpg,true_positive,True,3.0,D,3.0,D,0.9038580656051636,0.9209575226998402
Henry_M_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_M_02.png,true_positive,True,12.0,M,12.0,M,0.9024744033813477,0.9568387873132966
CLA200_C_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_C_02.JPG,true_positive,True,2.0,C,2.0,C,0.9007880687713623,0.9082174136599173
Kenten_P_2.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_P_2.jpg,true_positive,True,15.0,P,15.0,P,0.9006527662277222,0.967114158996643
CLA200_I_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_I_01.JPG,true_positive,True,8.0,I,8.0,I,0.8992244601249695,0.8875068622247548
CLA200_L_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_L_01.JPG,true_positive,True,11.0,L,11.0,L,0.8973884582519531,0.930572010653026
Kenten_A_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_A_1.jpg,true_positive,True,0.0,A,0.0,A,0.8972649574279785,0.9132187472958357
TIGER_W_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_W_1.jpeg,true_positive,True,22.0,W,22.0,W,0.8966781497001648,0.8035456358676557
CLA200_P_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_P_01.JPG,true_positive,True,15.0,P,15.0,P,0.8919747471809387,0.91226223278128
CLA200_B_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_B_02.JPG,true_positive,True,1.0,B,1.0,B,0.8908021450042725,0.9010859221124428
Kenten_U_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_U_2.jpeg,true_positive,True,20.0,U,20.0,U,0.88921719789505,0.9584725675913893
Henry_G_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_G_01.png,true_positive,True,6.0,G,6.0,G,0.8877218961715698,0.9256588620429759
Kenten_A_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_A_2.jpeg,true_positive,True,0.0,A,0.0,A,0.8875793218612671,0.946181515419049
TIGER_Q_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Q_1.jpeg,true_positive,True,16.0,Q,16.0,Q,0.8874051570892334,0.8976893316597394
TIGER_U_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_U_2.jpeg,true_positive,True,20.0,U,20.0,U,0.8872765302658081,0.8659731163364124
Henry_E_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_E_01.png,true_positive,True,4.0,E,4.0,E,0.8861286640167236,0.816504957064347
Henry_L_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_L_02.png,true_positive,True,11.0,L,11.0,L,0.8852093815803528,0.8848105869828597
CLA200_D_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_D_01.JPG,true_positive,True,3.0,D,3.0,D,0.8849455714225769,0.8856486676914354
TIGER_W_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_W_2.jpeg,true_positive,True,22.0,W,22.0,W,0.8845138549804688,0.8616654973233462
TIGER_L_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_L_1.jpeg,true_positive,True,11.0,L,11.0,L,0.8836506009101868,0.8432159446998171
TIGER_X_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_X_1.jpeg,true_positive,True,23.0,X,23.0,X,0.8772176504135132,0.9271231628943225
Henry_J_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_J_01.png,true_positive,True,9.0,J,9.0,J,0.8745216131210327,0.9570210633274899
TIGER_U_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_U_1.jpeg,true_positive,True,20.0,U,20.0,U,0.8742396831512451,0.7817429542825249
TIGER_S_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_S_1.jpeg,true_positive,True,18.0,S,18.0,S,0.8730813264846802,0.9137300908458829
CLA200_N_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_N_02.JPG,true_positive,True,13.0,N,13.0,N,0.8725407123565674,0.9690914948207154
Kenten_O_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_O_1.jpg,true_positive,True,14.0,O,14.0,O,0.8701415061950684,0.8219838847321093
Henry_Q_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_Q_01.png,true_positive,True,16.0,Q,16.0,Q,0.8677956461906433,0.9096334131134844
TIGER_R_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_R_1.jpeg,true_positive,True,17.0,R,17.0,R,0.8657769560813904,0.8935424090739463
TIGER_E_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_E_1.jpeg,true_positive,True,4.0,E,4.0,E,0.8629629015922546,0.9147942277981751
TIGER_I_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_I_2.jpeg,true_positive,True,8.0,I,8.0,I,0.8624845743179321,0.8847376073954505
TIGER_T_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_T_1.jpeg,true_positive,True,19.0,T,19.0,T,0.8609176874160767,0.8966005917418951
CLA200_S_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_S_02.JPG,true_positive,True,18.0,S,18.0,S,0.859344482421875,0.9204644670413693
CLA200_T_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_T_02.JPG,true_positive,True,19.0,T,19.0,T,0.8591010570526123,0.9235620922773883
CLA200_D_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_D_02.JPG,true_positive,True,3.0,D,3.0,D,0.8579092025756836,0.9083429192149601
Kenten_Z_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_Z_2.jpeg,true_positive,True,25.0,Z,25.0,Z,0.8568125367164612,0.9704039010593234
Henry_H_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_H_01.png,true_positive,True,7.0,H,7.0,H,0.8558252453804016,0.9550580957037369
Henry_A_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_A_01.png,true_positive,True,0.0,A,0.0,A,0.855038046836853,0.8412148658836553
Henry_O_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_O_02.png,true_positive,True,14.0,O,14.0,O,0.8544976711273193,0.9528670252183298
CLA200_K_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_K_01.JPG,true_positive,True,10.0,K,10.0,K,0.8543756604194641,0.9260073552746555
TIGER_D_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_D_2.jpeg,true_positive,True,3.0,D,3.0,D,0.8517366647720337,0.8826041782697506
CLA200_I_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_I_02.JPG,true_positive,True,8.0,I,8.0,I,0.8516898155212402,0.9277646130122417
TIGER_S_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_S_2.jpeg,true_positive,True,18.0,S,18.0,S,0.8488243222236633,0.9531163851573226
Henry_C_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_C_01.png,true_positive,True,2.0,C,2.0,C,0.84624844789505,0.8957118179363844
TIGER_B_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_B_1.jpeg,true_positive,True,1.0,B,1.0,B,0.8443984389305115,0.9011333366144527
Kenten_M_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_M_1.jpeg,true_positive,True,12.0,M,12.0,M,0.843770444393158,0.9349877172366335
Henry_N_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_N_01.png,true_positive,True,13.0,N,13.0,N,0.8420858383178711,0.914811384050426
CLA200_L_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_L_02.JPG,true_positive,True,11.0,L,11.0,L,0.8349859714508057,0.9014967764453186
TIGER_J_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_J_1.jpeg,true_positive,True,9.0,J,9.0,J,0.8340758681297302,0.8156785851255919
Henry_F_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_F_02.png,true_positive,True,5.0,F,5.0,F,0.8339343070983887,0.6726817071680325
TIGER_Y_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Y_1.jpeg,true_positive,True,24.0,Y,24.0,Y,0.8295575380325317,0.846187575067597
TIGER_A_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_A_1.jpeg,true_positive,True,0.0,A,0.0,A,0.8268139362335205,0.9580781377016387
Kenten_F_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_F_1.jpg,true_positive,True,5.0,F,5.0,F,0.824826717376709,0.9249508193281021
TIGER_J_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_J_2.jpeg,true_positive,True,9.0,J,9.0,J,0.8128125667572021,0.7241169863583806
TIGER_O_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_O_2.jpeg,true_positive,True,14.0,O,14.0,O,0.8090627193450928,0.8714856693403118
Henry_E_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_E_02.png,true_positive,True,4.0,E,4.0,E,0.8033954501152039,0.8908980393957193
TIGER_F_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_F_2.jpeg,true_positive,True,5.0,F,5.0,F,0.8009732365608215,0.9424841498360703
CLA200_A_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_A_02.JPG,true_positive,True,0.0,A,0.0,A,0.792265772819519,0.9486658972395934
CLA200_O_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_O_02.JPG,true_positive,True,14.0,O,14.0,O,0.7818083167076111,0.8788670539749822
CLA200_S_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_S_01.JPG,true_positive,True,18.0,S,18.0,S,0.7786506414413452,0.9008477395153398
TIGER_O_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_O_1.jpeg,true_positive,True,14.0,O,14.0,O,0.7681377530097961,0.9195953832136561
CLA200_Q_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_Q_02.JPG,true_positive,True,16.0,Q,16.0,Q,0.7565482258796692,0.8639464943531376
TIGER_V_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_V_1.jpeg,true_positive,True,21.0,V,21.0,V,0.7498235702514648,0.8613422729579088
CLA200_H_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_H_02.JPG,true_positive,True,7.0,H,7.0,H,0.7465506196022034,0.8737686075237674
Henry_U_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_U_02.png,true_positive,True,20.0,U,20.0,U,0.7298715710639954,0.9312137968541851
Kenten_L_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_L_2.jpeg,true_positive,True,11.0,L,11.0,L,0.7263217568397522,0.9463720847294042
CLA200_K_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_K_02.JPG,true_positive,True,10.0,K,10.0,K,0.7256736755371094,0.9268751209448651
Henry_N_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_N_02.png,true_positive,True,13.0,N,13.0,N,0.7214565873146057,0.9605343363650166
Henry_X_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_X_02.png,true_positive,True,23.0,X,23.0,X,0.7129729986190796,0.9685493992511649
CLA200_M_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_M_02.JPG,true_positive,True,12.0,M,12.0,M,0.7011908292770386,0.9586171584073208
TIGER_I_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_I_1.jpeg,true_positive,True,8.0,I,8.0,I,0.697749137878418,0.8904824735282245
Henry_Q_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_Q_02.png,true_positive,True,16.0,Q,16.0,Q,0.6972249150276184,0.8363872235702761
TIGER_Z_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Z_1.jpeg,true_positive,True,25.0,Z,25.0,Z,0.6804755926132202,0.8533258405915393
CLA200_V_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_V_01.JPG,true_positive,True,21.0,V,21.0,V,0.6795516014099121,0.9106610373438434
Henry_V_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_V_02.png,true_positive,True,21.0,V,21.0,V,0.6737591624259949,0.9790412217516211
TIGER_E_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_E_2.jpeg,true_positive,True,4.0,E,4.0,E,0.6576544046401978,0.9497134980099207
Henry_T_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_T_02.png,true_positive,True,19.0,T,19.0,T,0.6130287647247314,0.9535085511600989
Kenten_P_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_P_1.jpg,true_positive,True,15.0,P,15.0,P,0.5948538184165955,0.9515345384612865
TIGER_P_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_P_2.jpeg,true_positive,True,15.0,P,15.0,P,0.5907341241836548,0.7947986841593477
Kenten_F_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_F_2.jpeg,true_positive,True,5.0,F,5.0,F,0.584033727645874,0.9642293454636376
Henry_C_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_C_02.png,true_positive,True,2.0,C,2.0,C,0.5803132653236389,0.7314408414915521
CLA200_U_02.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_U_02.JPG,true_positive,True,20.0,U,20.0,U,0.5654053688049316,0.9435763104370719
CLA200_U_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_U_01.JPG,true_positive,True,20.0,U,20.0,U,0.5579050779342651,0.9312878589374798
Henry_B_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_B_02.png,true_positive,True,1.0,B,1.0,B,0.5566746592521667,0.9191409776761363
Henry_R_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_R_01.png,true_positive,True,17.0,R,17.0,R,0.5495679378509521,0.9112238236036083
TIGER_Z_2.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_Z_2.jpeg,true_positive,True,25.0,Z,25.0,Z,0.5323640704154968,0.8672218132758984
Henry_O_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_O_01.png,true_positive,True,14.0,O,14.0,O,0.5191879272460938,0.903639497056673
TIGER_P_1.jpeg,I:\YOLO Train W1\database_structure_final\images\val\TIGER_P_1.jpeg,true_positive,True,15.0,P,15.0,P,0.5068581700325012,0.8491577513524494
Henry_S_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_S_01.png,true_positive,True,18.0,S,18.0,S,0.46282878518104553,0.9305325547366822
CLA200_T_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_T_01.JPG,true_positive,True,19.0,T,19.0,T,0.4463687539100647,0.9786785505153636
Henry_J_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_J_02.png,true_positive,True,9.0,J,9.0,J,0.4437359869480133,0.9191329999007232
Henry_H_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_H_02.png,true_positive,True,7.0,H,7.0,H,0.4410891532897949,0.8393361366753684
Kenten_U_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_U_1.jpg,true_positive,True,20.0,U,20.0,U,0.4348832368850708,0.9010786355206385
Henry_T_01.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_T_01.png,true_positive,True,19.0,T,19.0,T,0.429387629032135,0.8531286628870418
CLA200_Z_01.JPG,I:\YOLO Train W1\database_structure_final\images\val\CLA200_Z_01.JPG,true_positive,True,25.0,Z,25.0,Z,0.40094253420829773,0.8803662184842198
Kenten_Q_1.jpg,I:\YOLO Train W1\database_structure_final\images\val\Kenten_Q_1.jpg,true_positive,True,16.0,Q,16.0,Q,0.3887386918067932,0.9163980850489211
Henry_D_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_D_02.png,true_positive,True,3.0,D,3.0,D,0.36479800939559937,0.9729580730266414
Henry_A_02.png,I:\YOLO Train W1\database_structure_final\images\val\Henry_A_02.png,true_positive,True,0.0,A,0.0,A,0.3466127812862396,0.9747767905742005
